Text,URL
['[SALAH] Manager Giant Pal 6 Banjarmasin Meninggal Kena Covid-19'],https://turnbackhoax.id/2020/05/19/salah-manager-giant-pal-6-banjarmasin-meninggal-kena-covid-19/
['[SALAH] “Registrasi Ambil Dana Bantuan Anda Covid-19”'],https://turnbackhoax.id/2020/05/18/salah-registrasi-ambil-dana-bantuan-anda-covid-19/
['[SALAH] “Pemerintah Takkan Umumkan Lagi Kasus Positif Covid-19”'],https://turnbackhoax.id/2020/05/18/salah-pemerintah-takkan-umumkan-lagi-kasus-positif-covid-19/
['[SALAH] Pasien Covid-19 Meninggal di Rumah Sakit Manaf Kota Jambi'],https://turnbackhoax.id/2020/05/18/salah-pasien-covid-19-meninggal-di-rumah-sakit-manaf-kota-jambi/
['[SALAH] “penerimaan sampel COVID-19 di BBTKLPP Jakarta akan libur pada Hari Raya Idul Fitri”'],https://turnbackhoax.id/2020/05/18/salah-penerimaan-sampel-covid-19-di-bbtklpp-jakarta-akan-libur-pada-hari-raya-idul-fitri/
"['[SALAH] “15 Hari Sembuh, Menhub Budi Karya Kembali Dinyatakan Positif Covid-19”']",https://turnbackhoax.id/2020/05/18/salah-15-hari-sembuh-menhub-budi-karya-kembali-dinyatakan-positif-covid-19/
['[SALAH] Lowongan Sukarelawan Covid-19 RSUD Dr. Soetomo Surabaya'],https://turnbackhoax.id/2020/05/17/salah-lowongan-sukarelawan-covid-19-rsud-dr-soetomo-surabaya/
['[FALSE] WHO Mention Vegetarianism Not Affected Covid-19'],https://turnbackhoax.id/2020/05/16/false-who-mention-vegetarianism-not-affected-covid-19/
['[SALAH] WHO Menyebutkan Vegetarian Tidak Kena Covid-19'],https://turnbackhoax.id/2020/05/16/salah-who-menyebutkan-vegetarian-tidak-kena-covid-19/
['[SALAH] 236 Anggota Polisi Positif Covid-19 dan 6 Orang Meninggal Dunia'],https://turnbackhoax.id/2020/05/16/salah-236-anggota-polisi-positif-covid-19-dan-6-oran-meninggal-dunia/
['[SALAH] Ulama Windusari Dijemput Paksa Terkait Covid-19'],https://turnbackhoax.id/2020/05/14/salah-ulama-windusari-dijemput-paksa-terkait-covid-19/
['[SALAH] Tuduhan Foto Interior Lab Darurat COVID-19 Labkesda DKI Hasil Mencomot'],https://turnbackhoax.id/2020/05/14/salah-tuduhan-foto-interior-lab-darurat-covid-19-labkesda-dki-hasil-mencomot/
['[SALAH] Virus Covid-19 Sengaja Dimasukkan kedalam Tubuh Masyarakat Melalui Alat Rapid Test'],https://turnbackhoax.id/2020/05/12/salah-virus-covid-19-sengaja-dimasukkan-kedalam-tubuh-masyarakat-melalui-alat-rapid-test/
['[SALAH] Donasi Bahan Iftar dan Sahur di Masa Wabah Covid-19 oleh PKS'],https://turnbackhoax.id/2020/05/12/salah-donasi-bahan-iftar-dan-sahur-di-masa-wabah-covid-19-oleh-pks/
['[SALAH] ”Seorang Pasien Dalam Pengawasan Covid-19 (PDP) Mengamuk di Pintu Rumah sakit Pamekasan Madura”'],https://turnbackhoax.id/2020/05/11/salah-seorang-pasien-dalam-pengawasan-covid-19-pdp-mengamuk-di-pintu-rumah-sakit-pamekasan-madura/
['[SALAH] Pesan Berantai “Taman Raya Tahap V Zona Merah COVID-19”'],https://turnbackhoax.id/2020/05/11/salah-pesan-berantai-taman-raya-tahap-v-zona-merah-covid-19/
['[SALAH] Kuota 100GB Gratis dari Pemerintah Selama Pandemi Covid-19'],https://turnbackhoax.id/2020/05/10/salah-kuota-100gb-gratis-dari-pemerintah-selama-pandemi-covid-19/
['[SALAH] “Ternyata Klaster penyebar Covid-19 terbanyak Indonesia adalah 10.000 lebih pendeta GBI & GPIB”'],https://turnbackhoax.id/2020/05/10/salah-ternyata-klaster-penyebar-covid-19-terbanyak-indonesia-adalah-10-000-lebih-pendeta-gbi-gpib/
['[SALAH] Seorang Kakek di Tulungagung Meninggal Karena Covid-19'],https://turnbackhoax.id/2020/05/07/salah-seorang-kakek-di-tulungagung-meninggal-karena-covid-19/
['[SALAH] “Setelah adanya Virus Covid-19. Umat Islam Arab banyak yg Murtad”'],https://turnbackhoax.id/2020/05/07/salah-setelah-adanya-virus-covid-19-umat-islam-arab-banyak-yg-murtad/
['[SALAH] “Tenaga Medis Covid-19 RSUD Purworejo Ditagih Biaya Rp. 150 Ribu/Malam Oleh Pemkab Karena Telah Tinggal Di Hotel Ganesha”'],https://turnbackhoax.id/2020/05/07/salah-tenaga-medis-covid-19-rsud-purworejo-ditagih-biaya-rp-150-ribu-malam-oleh-pemkab-karena-telah-tinggal-di-hotel-ganesha/
['[SALAH] Satgas Covid-19 Kabupaten Pangkep Semprot Jemaah Shalat Tarawih di Masjid'],https://turnbackhoax.id/2020/05/07/salah-satgas-covid-19-kabupaten-pangkep-semprot-jemaah-shalat-tarawih-di-masjid/
['[SALAH] “Jokowi: Hukuman Seumur Hidup Bagi Kepala Daerah Mainkan Bantuan Covid-19”'],https://turnbackhoax.id/2020/05/06/salah-jokowi-hukuman-seumur-hidup-bagi-kepala-daerah-mainkan-bantuan-covid-19/
['[SALAH] Pemerintah Membagikan Kuota 10GB Gratis sebagai Insentif untuk Melawan COVID-19'],https://turnbackhoax.id/2020/05/05/salah-pemerintah-membagikan-kuota-10gb-gratis-sebagai-insentif-untuk-melawan-covid-19/
['[SALAH] Akun Palsu “Bupati Pasuruan Minta Penggalangan Dana Covid-19”'],https://turnbackhoax.id/2020/05/03/salah-akun-palsu-bupati-pasuruan-minta-penggalangan-dana-covid-19/
['[SALAH] “Jutaan Produksi Rokok Yang Terpapar Covid-19 Beredar Luas Di Masyarakat”'],https://turnbackhoax.id/2020/05/02/salah-jutaan-produksi-rokok-yang-terpapar-covid-19-beredar-luas-di-masyarakat/
['[SALAH] Vietnam Tidak Ada Korban Meninggal Covid-19 Karena Teh dan Lemon'],https://turnbackhoax.id/2020/05/02/salah-vietnam-tidak-ada-korban-meninggal-covid-19-karena-teh-dan-lemon/
"['[SALAH]  Dijemput oleh Tim Medis, Kakak Beradik Usia 8 dan 4 Tahun di Tangerang Terjangkit Covid-19 akibat Main di Luar Rumah']",https://turnbackhoax.id/2020/05/01/salah-dijemput-oleh-tim-medis-kakak-beradik-usia-8-dan-4-tahun-di-tangerang-terjangkit-covid-19-akibat-main-di-luar-rumah/
"['[SALAH] SBY Siap Kembalikan Dana Bank Century Rp6,7 Triliun untuk Bantu Covid-19']",https://turnbackhoax.id/2020/04/29/salah-sby-siap-kembalikan-dana-bank-century-rp67-triliun-untuk-bantu-covid-19/
['[SALAH] Sheikh Hamdan Al Maktoum Memberikan Uang Selama COVID-19'],https://turnbackhoax.id/2020/04/29/salah-sheikh-hamdan-al-maktoum-memberikan-uang-selama-covid-19/
"['[SALAH] Akibat Pandemi COVID-19, Keluarga Beberapa Hari Tidak Makan']",https://turnbackhoax.id/2020/04/28/salah-akibat-pandemi-covid-19-keluarga-beberapa-hari-tidak-makan/
"['[SALAH] Karena Pandemi COVID-19, yang Seharusnya Dibebaskan Narapidana Pencuri Ayam, Bukan malah Terpidana Koruptor']",https://turnbackhoax.id/2020/04/27/salah-karena-pandemi-covid-19-yang-seharusnya-dibebaskan-narapidana-pencuri-ayam-bukan-malah-terpidana-koruptor/
['[SALAH] Bioskop di Palangka Raya Kembali Buka di Tengah Persebaran Covid-19'],https://turnbackhoax.id/2020/04/27/salah-bioskop-di-palangka-raya-kembali-buka-di-tengah-persebaran-covid-19/
['[SALAH] Hanya di Indonesia Narapidana Dibebaskan di Tengah Wabah COVID-19'],https://turnbackhoax.id/2020/04/26/salah-hanya-di-indonesia-narapidana-dibebaskan-di-tengah-wabah-covid-19/
['[SALAH] Beberapa Negara Membuang Jenazah Pasien Covid-19 Ke Laut'],https://turnbackhoax.id/2020/04/26/salah-beberapa-negara-membuang-jenazah-pasien-covid-19-ke-laut/
['[SALAH] Peta Sebaran Covid-19 Wilayah Situbondo'],https://turnbackhoax.id/2020/04/24/salah-peta-sebaran-covid-19-wilayah-situbondo/
['[SALAH] Dari Ratusan Ribu Tahanan Tidak Ada Satupun Aktivis Islam yang Dibebaskan di Tengah Wabah COVID-19'],https://turnbackhoax.id/2020/04/22/salah-dari-ratusan-ribu-tahanan-tidak-ada-satupun-aktivis-islam-yang-dibebaskan-di-tengah-wabah-covid-19/
['[SALAH] Alfamart Menyumbangkan 6000 Kupon Untuk Membantu Melawan COVID-19'],https://turnbackhoax.id/2020/04/22/salah-alfamart-menyumbangkan-6000-kupon-untuk-membantu-melawan-covid-19/
['[SALAH] Semua Pasien Positif Covid-19 di Padang Dinyatakan Sembuh'],https://turnbackhoax.id/2020/04/22/salah-semua-pasien-positif-covid-19-di-padang-dinyatakan-sembuh/
['[SALAH] RSUD Waluyo Jati Ditutup Karena Semua Petugas Diisolasi Akibat Covid-19'],https://turnbackhoax.id/2020/04/20/salah-rsud-waluyo-jati-ditutup-karena-semua-petugas-diisolasi-akibat-covid-19/
['[SALAH] Foto “Italia telah Gagal Sepenuhnya COVID-19”'],https://turnbackhoax.id/2020/04/19/salah-foto-italia-telah-gagal-sepenuhnya-covid-19/
['[SALAH] Video “Obat COVID-19 Telah Ditemukan dan Siap Disebarkan ke Seluruh Indonesia”'],https://turnbackhoax.id/2020/04/17/salah-video-obat-covid-19-telah-ditemukan-dan-siap-disebarkan-ke-seluruh-indonesia/
['[SALAH] Foto “Ariel NOAH Jadi Relawan Tenaga Medis di tengah pandemi virus corona atau Covid-19”'],https://turnbackhoax.id/2020/04/16/salah-foto-ariel-noah-jadi-relawan-tenaga-medis-di-tengah-pandemi-virus-corona-atau-covid-19/
['[SALAH] Video dr. Cheng: Sembuh Dari COVID-19 Cukup dengan Vitamin C'],https://turnbackhoax.id/2020/04/15/salah-video-dr-cheng-sembuh-dari-covid-19-cukup-dengan-vitamin-c/
['[SALAH] Setya Novanto Dibebaskan Karena COVID-19'],https://turnbackhoax.id/2020/04/14/salah-setya-novanto-dibebaskan-karena-covid-19/
['[SALAH] Pesan Berantai PT MOSI Tawarkan Rapid Test Kit COVID-19'],https://turnbackhoax.id/2020/04/13/salah-pesan-berantai-pt-mosi-tawarkan-rapid-test-kit-covid-19/
['[SALAH] Literasi COVID-19 Dari drh. Moh. Indro Cahyono'],https://turnbackhoax.id/2020/04/12/salah-literasi-covid-19-dari-drh-moh-indro-cahyono/
['[SALAH] Pasien Berstatus Positif Covid-19 di Wilayah Tiban Melarikan Diri'],https://turnbackhoax.id/2020/04/11/salah-pasien-berstatus-positif-covid-19-di-wilayah-tiban-melarikan-diri/
['[SALAH] “Bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiah”'],https://turnbackhoax.id/2020/04/10/salah-bansos-psbb-covid-19-dari-pemda-dki-jakarta-paket-sembako-senilai-350rb-uang-tunai-150rb-500rb-rupiah/
['[SALAH] Kumpulan Mobil di Pool Grab Cinere karena Sopir Tidak Sanggup Bayar Kredit Saat Covid-19'],https://turnbackhoax.id/2020/04/10/salah-kumpulan-mobil-di-pool-grab-cinere-karena-sopir-tidak-sanggup-bayar-kredit-saat-covid-19/
['[SALAH] Erdogan Tak akan Tutup Mesjid di Turki Selama Pandemi Covid-19'],https://turnbackhoax.id/2020/04/09/salah-erdogan-tak-akan-tutup-mesjid-di-turki-selama-pandemi-covid-19/
['[SALAH] “Tidak ada sama sekali Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19”'],https://turnbackhoax.id/2020/04/09/salah-tidak-ada-sama-sekali-ucapan-bela-sungkawa-presiden-kepada-dr-dan-team-medis-yg-berguguran-dimedan-covid-19/
['[SALAH] Menag Izinkan Masjid Gelar Salat Tarawih Saat Pandemi Covid-19'],https://turnbackhoax.id/2020/04/08/salah-menag-izinkan-masjid-gelar-salat-tarawih-saat-pandemi-covid-19/
"['[SALAH] “Modus Menghabisi Ustadz, disuntik covid-19 sampai mati”']",https://turnbackhoax.id/2020/04/06/salah-modus-menghabisi-ustadz-disuntik-covid-19-sampai-mati/
['[SALAH] Mantan Manajer RAPP dan Istri Terpapar COVID-19'],https://turnbackhoax.id/2020/04/06/salah-mantan-manajer-rapp-dan-istri-terpapar-covid-19/
"['[SALAH] Terlibat Pembuatan COVID-19 di China, FBI Menangkap Profesor Harvard']",https://turnbackhoax.id/2020/04/03/salah-terlibat-pembuatan-covid-19-di-china-fbi-menangkap-profesor-harvard/
['[SALAH] Rakyat Italia Buang Duit ke Jalan karena Sudah Tidak Berguna Akibat Virus COVID-19'],https://turnbackhoax.id/2020/04/03/salah-rakyat-italia-buang-duit-ke-jalan-karena-sudah-tidak-berguna-akibat-virus-covid-19/
['[SALAH] “jakarta menjadi daerah paling banyak terinfeksi virus covid-19 karena salah pilih gubernur”'],https://turnbackhoax.id/2020/04/03/salah-jakarta-menjadi-daerah-paling-banyak-terinfeksi-virus-covid-19-karena-salah-pilih-gubernur/
"['[RILIS PERS] Launching AyoLawanCOVID19.ID, Gerakan Masyarakat Melawan COVID-19']",https://turnbackhoax.id/2020/04/02/rilis-pers-launching-ayolawancovid19-id-gerakan-masyarakat-melawan-covid-19/
['[SALAH] Menaruh Amoxilin Dalam Tandon Air Dapat Menangkal Covid-19'],https://turnbackhoax.id/2020/03/31/salah-menaruh-amoxilin-dalam-tandon-air-dapat-menangkal-covid-19/
['[SALAH] Mulai Senin 30 Maret Kota Makassar lockdown lokal untuk mencegah penyebaran Covid-19.'],https://turnbackhoax.id/2020/03/30/salah-mulai-senin-30-maret-kota-makassar-lockdown-lokal-untuk-mencegah-penyebaran-covid-19/
['[SALAH] Foto “kumpulan untuk mengakhiri COVID-19 di Cleveland hari ini #EndCOVID”'],https://turnbackhoax.id/2020/03/30/salah-foto-kumpulan-untuk-mengakhiri-covid-19-di-cleveland-hari-ini-endcovid/
['[FALSE] Picture of “March to End COVID-19 in Cleveland today #EndCOVID”'],https://turnbackhoax.id/2020/03/30/false-picture-of-march-to-end-covid-19-in-cleveland-today-endcovid/
['[SALAH] Tenaga Medis China Didatangkan Untuk Membantu Menangani Covid-19 di Indonesia'],https://turnbackhoax.id/2020/03/27/salah-tenaga-medis-china-didatangkan-untuk-membantu-menangani-covid-19-di-indonesia/
['[SALAH] 5 Kecamatan di Lampung “Red Zone” COVID-19'],https://turnbackhoax.id/2020/03/27/salah-5-kecamatan-di-lampung-red-zone-covid-19/
['[SALAH] “dampak virus COVID-19 hubungan suami istri jadi terancam”'],https://turnbackhoax.id/2020/03/27/salah-dampak-virus-covid-19-hubungan-suami-istri-jadi-terancam/
['[SALAH] Hanya Cicilan Nasabah yang Positif COVID-19 yang Dapat Ditangguhkan'],https://turnbackhoax.id/2020/03/26/hanya-cicilan-nasabah-yang-positif-covid-19-yang-dapat-ditangguhkan/
['[BERITA] “LIPI Ungkap Teori Virus Corona Covid-19 Bukan Senjata Biologi”'],https://turnbackhoax.id/2020/03/26/berita-lipi-ungkap-teori-virus-corona-covid-19-bukan-senjata-biologi/
['[SALAH] Foto Terakhir Dokter Hadio Berdiri Di Depan Pagar Temui Anak Sebelum Meninggal Karena Covid-19'],https://turnbackhoax.id/2020/03/24/salah-foto-terakhir-dokter-hadio-berdiri-di-depan-pagar-temui-anak-sebelum-meninggal-karena-covid-19/
['[SALAH] “Kematian disebabkan COVID-19: Dibalut dalam bag”'],https://turnbackhoax.id/2020/03/24/salah-kematian-disebabkan-covid-19-dibalut-dalam-bag/
"['[SALAH] RS Premier Bintaro di-Lockdown, 19 Tenaga Medis Positif COVID-19']",https://turnbackhoax.id/2020/03/23/salah-rs-premier-bintaro-di-lockdown-19-tenaga-medis-positif-covid-19/
['[SALAH] Tulisan “TO:FRONT PEMBELA ISLAM” di Foto Paket Bantuan COVID-19 Tiongkok'],https://turnbackhoax.id/2020/03/23/salah-tulisan-tofront-pembela-islam-di-foto-paket-bantuan-covid-19-tiongkok/
['[BERITA] Update status WNA yang Meninggal di Atas Motor Positif COVID-19'],https://turnbackhoax.id/2020/03/21/berita-update-status-wna-yang-meninggal-di-atas-motor-positif-covid-19/
['[BERITA] Perkembangan Chloroquine Untuk Obat COVID-19'],https://turnbackhoax.id/2020/03/21/berita-perkembangan-chloroquine-untuk-obat-covid-19/
['[SALAH] “Ganja Mampu Menangkal Covid-19”'],https://turnbackhoax.id/2020/03/20/salah-ganja-mampu-menangkal-covid-19/
['[SALAH] Dosen Kedokteran Gigi UI Meninggal Karena COVID-19'],https://turnbackhoax.id/2020/03/18/salah-dosen-kedokteran-gigi-ui-meninggal-karena-covid-19/
['[SALAH] Foto “1 korban dlm pengawasan Covid-19 di RS wahidin mks setelah bersalaman dgn Menhub Budi Karya”'],https://turnbackhoax.id/2020/03/18/salah-foto-1-korban-dlm-pengawasan-covid-19-di-rs-wahidin-mks-setelah-bersalaman-dgn-menhub-budi-karya/
"['[SALAH] “Satu lagi Mentri Kabinet Jokowi Positif terpapar COVID-19, Menteri Nadien Dinyatakan Positif Virus Corona, Jalani Isolasi Secara Mandiri”']",https://turnbackhoax.id/2020/03/17/salah-satu-lagi-mentri-kabinet-jokowi-positif-terpapar-covid-19-menteri-nadien-dinyatakan-positif-virus-corona-jalani-isolasi-secara-mandiri/
['[SALAH] “Chloroquine (Obat Malaria Klorokuin) bisa menyembuhkan covid-19”'],https://turnbackhoax.id/2020/03/17/salah-chloroquine-obat-malaria-klorokuin-bisa-menyembuhkan-covid-19/
['[SALAH] COVID-19 Sudah Sampai Purwakarta'],https://turnbackhoax.id/2020/03/16/salah-covid-19-sudah-sampai-purwakarta/
['[SALAH] “Alkohol Bisa Membunuh Coronavirus Covid-19”'],https://turnbackhoax.id/2020/03/16/salah-alkohol-bisa-membunuh-coronavirus-covid-19/
['[SALAH] Ditemukannya Virus Corona atau COVID-19 di Tisu Toilet'],https://turnbackhoax.id/2020/03/16/salah-ditemukannya-virus-corona-atau-covid-19-di-tisu-toilet/
['[EDUKASI] WHO: “T&J tentang coronavirus (COVID-19)”'],https://turnbackhoax.id/2020/03/15/edukasi-who-tj-tentang-coronavirus-covid-19/
['[BERITA] Kemendagri Bantah Tito Karnavian Terjangkit Covid-19'],https://turnbackhoax.id/2020/03/15/berita-kemendagri-bantah-tito-karnavian-terjangkit-covid-19/
['[BERITA] Malware “AZORult” di Aplikasi Palsu Peta Sebaran COVID-19'],https://turnbackhoax.id/2020/03/14/berita-malware-azorult-di-aplikasi-palsu-peta-sebaran-covid-19/
['[EDUKASI] WHO: “Saran penyakit Coronavirus (COVID-19) untuk umum: membantah Mitos”'],https://turnbackhoax.id/2020/03/14/edukasi-who-saran-penyakit-coronavirus-covid-19-untuk-umum-membantah-mitos/
"['[SALAH] “jangan ke Kokas dulu ya, mall di lockdown karena salah satu staff diatas ada yang suspect Covid-19”']",https://turnbackhoax.id/2020/03/13/salah-jangan-ke-kokas-dulu-ya-mall-di-lockdown-karena-salah-satu-staff-diatas-ada-yang-suspect-covid-19/
['[FALSE] “Alcoholic drinks can reduce the risk of infection from a coronavirus novel; COVID-19 “'],https://turnbackhoax.id/2020/03/12/false-alcoholic-drinks-can-reduce-the-risk-of-infection-from-a-coronavirus-novel-covid-19/
['[SALAH] “minuman beralkohol bisa mengurangi risiko infeksi dari novel coronavirus; COVID-19”'],https://turnbackhoax.id/2020/03/12/salah-minuman-beralkohol-bisa-mengurangi-risiko-infeksi-dari-novel-coronavirus-covid-19/
['[SALAH] Arahan Gubernur DKI Terkait Himbauan Covid-19'],https://turnbackhoax.id/2020/03/12/salah-arahan-gubernur-dki-terkait-himbauan-covid-19/
['[SALAH] Daniel Radcliffe Positiv Terinfeksi Corona Covid-19'],https://turnbackhoax.id/2020/03/12/salah-daniel-radcliffe-positiv-terinfeksi-corona-covid-19/
['[BERITA] Klarifikasi Mentari International School tentang Pemberitaan Terinfeksi COVID-19'],https://turnbackhoax.id/2020/03/09/berita-klarifikasi-mentari-international-school-tentang-pemberitaan-terinfeksi-covid-19/
"['[SALAH] “WHO : Merokok, Salah satu solusi pencegahan Covid-19.”']",https://turnbackhoax.id/2020/03/08/salah-who-merokok-salah-satu-solusi-pencegahan-covid-19/
['[SALAH] Penjualan Kalender Police News 2022 oleh Polda Jateng Seharga Rp100 Ribu'],https://turnbackhoax.id/2021/10/11/salah-penjualan-kalender-police-news-2022-oleh-polda-jateng-seharga-rp100-ribu/
['[SALAH] CDC Amerika Serikat Memperingatkan Adanya Penyakit Mirip Polio yang Akan Muncul Pada Akhir Tahun 2021'],https://turnbackhoax.id/2021/10/10/salah-cdc-amerika-serikat-memperingatkan-adanya-penyakit-mirip-polio-yang-akan-muncul-pada-akhir-tahun-2021/
['[SALAH] Video Jokowi Berjoget dan Kerumunan Tidak Patuh Prokes'],https://turnbackhoax.id/2021/10/08/salah-video-jokowi-berjoget-dan-kerumunan-tidak-patuh-prokes/
['[SALAH] WHO Merencanakan Modifikasi Genetik Manusia Melalui Vaksinasi'],https://turnbackhoax.id/2021/10/01/salah-who-merencanakan-modifikasi-genetik-manusia-melalui-vaksinasi/
['[SALAH] Video “mama Egawati yg lagi dirawat di RSPP”'],https://turnbackhoax.id/2021/09/30/salah-video-mama-egawati-yg-lagi-dirawat-di-rspp/
['[SALAH] Video “Rakyat Menang.. !! Pemerintah Rumania menutup semua pusat vaksin..!”'],https://turnbackhoax.id/2021/09/30/salah-video-rakyat-menang-pemerintah-rumania-menutup-semua-pusat-vaksin/
['[SALAH] Tukul Arwana Alami Pendarahan Otak karena Vaksin'],https://turnbackhoax.id/2021/09/30/salah-tukul-arwana-alami-pendarahan-otak-karena-vaksin/
['[SALAH] Operasi Razia Lalu Lintas di Banjarmasin dalam Rangka Operasi Patuh Intan Pada 21 September 2021'],https://turnbackhoax.id/2021/09/27/salah-operasi-razia-lalu-lintas-di-banjarmasin-dalam-rangka-operasi-patuh-intan-pada-21-september-2021/
['[SALAH] PPKM diperpanjang Bansos dihentikan'],https://turnbackhoax.id/2021/09/26/salah-ppkm-diperpanjang-bansos-dihentikan/
['[SALAH] Video Umat Nasrani Diikat di Afganistan'],https://turnbackhoax.id/2021/09/22/salah-video-umat-nasrani-diikat-di-afganistan/
"['[SALAH] Siaran tvOneNews “Harta Pejabat Meningkat Drastis Selama Pandemi, Bonus Jual Corona dan Vaksin”']",https://turnbackhoax.id/2021/09/20/salah-siaran-tvonenews-harta-pejabat-meningkat-drastis-selama-pandemi-bonus-jual-corona-dan-vaksin/
['[SALAH] Panggilan Telepon Informasi Seputar Vaksinasi'],https://turnbackhoax.id/2021/09/19/salah-panggilan-telepon-informasi-seputar-vaksinasi/
['[SALAH] Mulai 1 Oktober Pasien Covid Tidak Ditanggung Kemenkes'],https://turnbackhoax.id/2021/09/19/salah-mulai-1-oktober-pasien-covid-tidak-ditanggung-kemenkes/
['[SALAH] Ade Armando Sebut Masuknya 14 Juta Tentara Tiongkok atas Restu Jokowi'],https://turnbackhoax.id/2021/09/15/salah-ade-armando-sebut-masuknya-14-juta-tentara-tiongkok-atas-restu-jokowi/
['[SALAH] Artikel CNN dengan Judul “Healthy 40-year Old COVID Victim’s Last Words: I blame unvaccinated for this”'],https://turnbackhoax.id/2021/09/14/salah-artikel-cnn-dengan-judul-healthy-40-year-old-covid-victims-last-words-i-blame-unvaccinated-for-this/
['[SALAH] Link Peduli Lindungi (pedulilindungia.com)'],https://turnbackhoax.id/2021/09/12/salah-link-peduli-lindungi-pedulilindungia-com/
['[SALAH] Poster Ungkapan Duka Cita Oleh PMI DKI Jakarta Atas Meninggalnya Megawati'],https://turnbackhoax.id/2021/09/10/salah-poster-ungkapan-duka-cita-oleh-pmi-dki-jakarta-atas-meninggalnya-megawati/
['[SALAH] Mencuci Hidung Dengan Garam Menghilangkan Virus Corona'],https://turnbackhoax.id/2021/09/06/salah-mencuci-hidung-dengan-garam-menghilangkan-virus-corona/
"['[SALAH] Video “BERITA TERKINI~GARA-GARA INI !! ANIES BERANI ANC4M JKW~VIRAL NEWS JOKOWI, KPK, ANIES”']",https://turnbackhoax.id/2021/09/05/salah-video-berita-terkinigara-gara-ini-anies-berani-anc4m-jkwviral-news-jokowi-kpk-anies/
['[SALAH] Pernyataan Dr. Ir. Hj. Sri Nurdiati “Panik karena masker sampai lupa Pentingnya Antibodi”'],https://turnbackhoax.id/2021/08/31/salah-pernyataan-dr-ir-hj-sri-nurdiati-panik-karena-masker-sampai-lupa-pentingnya-antibodi-2/
['[SALAH] “Madagaskar keluar dari WHO”'],https://turnbackhoax.id/2021/08/31/salah-madagaskar-keluar-dari-who/
"['[SALAH] “WAPRES: VAKSIN MERUPAKAN PERINTAH AGAMA DAN HUKUMNYA WAJIB, MENOLAK MASUK NERAKA??”']",https://turnbackhoax.id/2021/08/29/salah-wapres-vaksin-merupakan-perintah-agama-dan-hukumnya-wajib-menolak-masuk-neraka/
['[SALAH] Video Kota Prabumulih tanpa Korona'],https://turnbackhoax.id/2021/08/27/salah-video-kota-prabumulih-tanpa-korona/
"['[SALAH] Vaksin Corona Mengandung Babi, Dapat Mengubah DNA, dan Membuat Manusia Jadi Zombie']",https://turnbackhoax.id/2021/08/27/salah-vaksin-corona-mengandung-babi-dapat-merubah-dna-dan-membuat-manusia-jadi-zombie/
['[SALAH] Foto Poster Pengumuman Nikah Gratis di KUA se-Sulawesi Selatan'],https://turnbackhoax.id/2021/08/27/salah-foto-poster-pengumuman-nikah-gratis-di-kua-se-sulawesi-selatan/
['[SALAH] Bendera Merah Putih Dilarang Berkibar di PIK'],https://turnbackhoax.id/2021/08/25/salah-bendera-merah-putih-dilarang-berkibar-di-pik/
['[SALAH] Akun Whatsapp Sekretaris Daerah Kota Bengkulu Arif Gunardi “081230188540”'],https://turnbackhoax.id/2021/08/24/salah-akun-whatsapp-sekretaris-daerah-kota-bengkulu-arif-gunardi-081230188540/
['[SALAH] Video “Biang covid bill gates kena timpuk dari orang yg geram padanya”'],https://turnbackhoax.id/2021/08/22/salah-video-biang-covid-bill-gates-kena-timpuk-dari-orang-yg-geram-padanya/
['[SALAH] Hewan Mati Bergelimpangan karena Efek Radiasi 5G'],https://turnbackhoax.id/2021/08/21/salah-hewan-mati-bergelimpangan-karena-efek-radiasi-5g/
['[SALAH] Informasi Vaksin Dosis 1 dan 2 16 Agustus 2021 di RSAL dr. Ramelan Surabaya'],https://turnbackhoax.id/2021/08/20/salah-informasi-vaksin-dosis-1-dan-2-16-agustus-2021-di-rsal-dr-ramelan-surabaya/
['[SALAH] Ustad Yahya Waloni Meninggal Dunia'],https://turnbackhoax.id/2021/08/20/salah-ustad-yahya-waloni-meninggal-dunia/
['[SALAH] Pernyataan Dr. Ir. Hj. Sri Nurdiati “Panik karena masker sampai lupa Pentingnya Antibodi”'],https://turnbackhoax.id/2021/08/19/salah-pernyataan-dr-ir-hj-sri-nurdiati-panik-karena-masker-sampai-lupa-pentingnya-antibodi/
['[SALAH] Foto Aksi Demo Paspor Kesehatan di Paris pada 7 Agustus 2021'],https://turnbackhoax.id/2021/08/19/salah-foto-aksi-demo-paspor-kesehatan-di-paris-pada-7-agustus-2021/
['[SALAH] Masyarakat Suku Baduy Tidak Pernah Divaksin dalam Ratusan Tahun'],https://turnbackhoax.id/2021/08/19/salah-masyarakat-suku-baduy-tidak-pernah-divaksin-dalam-ratusan-tahun/
['[SALAH] Jaya Suprana Meninggal Dunia'],https://turnbackhoax.id/2021/08/18/salah-jaya-suprana-meninggal-dunia/
['[SALAH] Grab Berikan Bantuan Sembako Senilai Rp80 Ribu untuk Warga Surabaya'],https://turnbackhoax.id/2021/08/17/salah-grab-berikan-bantuan-sembako-senilai-rp80-ribu-untuk-warga-surabaya/
